movieId,movieTitle,movieRelease,revenue,audience,screen,screening ,movieNation,movieGrade,movieGenre,movieDirector,movieActors,movieTitleEng,movieScore,peopleVoted,moviePoster,movieStills,movieRuntime,moviePlot
850,핑크퐁과 아기상어의 월드투어쇼,2022-05-28,"25,522,000","2,476",39,234,한국,전체관람가,공연,이승규,,,,,,,,
852,달이 지는 밤,2022-09-22,"22,102,396","2,557",47,532,한국,15세이상관람가,드라마,"김종관,장건재","김금순,안소희,강진아,곽민규",,,,,,,
853,노크: 더 하우스,2023-09-20,"22,589,750","2,437",92,753,미국,15세이상관람가,"공포(호러),스릴러",사무엘 보딘,"안토니 스타,리지 캐플란",,,,,,,
854,열대왕사,2022-04-21,"15,868,160","2,417",25,232,중국,15세이상관람가,"범죄,스릴러",샤이페이 웬,"펑위옌,장애가",,,,,,,
855,마마무: 마이콘 더 무비,2023-06-21,"48,225,500","2,412",21,256,한국,전체관람가,"공연,다큐멘터리",임재경,,,,,,,,
856,독친,2023-11-01,"21,370,811","2,405",52,443,한국,15세이상관람가,"공포(호러),미스터리",김수인,"장서희,강안나,최소윤,윤준원,오태경,조형균",,,,,,,
857,작은 아씨들,2020-02-12,"19,445,890","867,226",37,183,미국,전체관람가,"드라마,멜로/로맨스",그레타 거윅,"시얼샤 로넌,엠마 왓슨,플로렌스 퓨,엘리자 스캔런,로라 던,티모시 샬라메,메릴 스트립",,,,,,,
858,더 렛지,2022-06-15,"20,010,900","2,394",30,354,영국,15세이상관람가,"액션,스릴러",하워드 J. 포드,,,,,,,,
859,206: 사라지지 않는,2023-06-21,"22,671,406","2,447",26,332,한국,12세이상관람가,다큐멘터리,허철녕,"김장호,박선주,안경호,홍수정,노용석,임영순,김소현",,,,,,,
861,기동전사 건담 쿠쿠루스 도안의 섬,2022-10-05,"26,004,476","2,374",47,419,일본,12세이상관람가,"애니메이션,SF",야스히코 요시카즈,후루야 토오루,,,,,,,
862,보통의 카스미,2023-07-19,"20,963,084","2,349",24,331,일본,12세이상관람가,드라마,,미우라 토코,,,,,,,
863,스톰 보이,2023-02-16,"20,223,896","2,341",44,363,호주,전체관람가,가족,숀 시트,"제이 코트니,제프리 러쉬,데이비드 걸필리,에릭 톰슨,폴 블랙웰",,,,,,,
864,부기나이트,2022-04-28,"15,353,370","2,340",23,216,한국,15세이상관람가,코미디,김경엽,"최귀화,이시원,박환희,김희정,장혜원,백주희,윤진영,이호철,이성일,장유화,김진만,권오율,권윤구,백수민,이태검,김남곤,장솔,한지은,박시후,이이담,김명선",,,,,,,
867,오! 문희,2020-09-02,"14,935,000","354,528",3,30,한국,12세이상관람가,"코미디,드라마",정세교,"나문희,이희준,최원영,박지영,전배수,김예은,김선경,박진우,최광일,김정영,김학선,이진주,박예찬,차순배,김수경,김보정,이규성,김동규,김혜나,동현배,우영남,박성용,오창경,송지유,김귀선,장준녕,윤여진,이석,박현지,이지안,유병선,남정우,김세정,김동현,김종근,구본진,나은미,강희중,강중훈,김수란,배시은,송우주,최예찬,박연희,윤인제,박건태,이재덕,송진석,이광훈,김경섭,박규범,최요운,권가이,김누리,강지현,윤옥길,김수란,박성준",,,,,,,
868,블로우백,2022-11-17,"17,771,699","2,315",50,112,미국,15세이상관람가,"액션,스릴러",티보 타카스,"캠 지갠뎃,랜디 커투어",,,,,,,
869,파이어버드,2022-11-17,"22,762,891","2,467",38,475,에스토니아,15세이상관람가,"멜로/로맨스,전쟁",,"톰 프라이어,올렉 자고로드니,다이애나 포자르스카,마르구스 프랑겔,니콜라스 우더슨",,,,,,,
870,비틀즈 겟 백: 루프탑 콘서트,2022-02-11,"34,971,400","2,311",15,45,미국,12세이상관람가,다큐멘터리,피터 잭슨,"존 레논,폴 매카트니,조지 해리슨,링고 스타",,,,,,,
871,프렌치 디스패치,2021-11-18,"21,516,086","94,178",17,98,미국,15세이상관람가,"코미디,드라마,멜로/로맨스",웨스 앤더슨,"틸다 스윈튼,프란시스 맥도먼드,빌 머레이,제프리 라이트,애드리언 브로디,베니치오 델 토로,오웬 윌슨,레아 세이두,티모시 샬라메,마티유 아말릭",,,,,,,
872,수운잡방,2023-12-02,"26,224,300","2,300",11,39,한국,12세이상관람가,드라마,최연수,"윤산하,김강민,백성현,강신일,조재윤,이태성,원근희",,,,,,,
873,아나이스 인 러브,2022-10-13,"19,444,800","2,261",39,605,프랑스,15세이상관람가,멜로/로맨스,,"아나이스 드무스티에,발레리아 브루니 테데스키",,,,,,,
874,임신한 나무와 도깨비,2022-01-27,"14,962,300","2,686",20,365,한국,15세이상관람가,"드라마,판타지","김동령,박경태","박인순,조은경,신윤숙,변중희,김아해,김미숙,신승태,이승아,김명선,박영자,류형석,안현준,정태회",,,,,,,
875,박하경 여행기,2023-06-07,"22,021,800","2,225",34,455,한국,전체관람가,드라마,이종필,이나영,,,,,,,
876,마크로스 플러스 -무비 에디션-,2023-11-29,"20,993,782","2,219",43,403,일본,15세이상관람가,애니메이션,카와모리 쇼지,,,,,,,,
880,달리랜드,2023-10-18,"16,553,550","2,189",68,533,영국,15세이상관람가,코미디,메리 해론,"벤 킹슬리,바바라 수코바,크리스토퍼 브리니,수키 워터하우스,에즈라 밀러",,,,,,,
881,차별,2023-03-22,"19,364,398","2,202",24,355,한국,전체관람가,다큐멘터리,"김지운,김도희",,,,,,,,
882,잔고: 분노의 적자,2023-09-13,"18,928,045","2,163",42,436,한국,12세이상관람가,"서부극(웨스턴),코미디,액션",백승기,"정광우,서현민,손이용,정수진,손규진,조근직,천정희,신우성,한지철,안정호,신예주,이지규,유창호,권오상,송진석,김예림,전민호,강소연,감승민,이호영,백승기,조문정,김지양,조용환,김단비,이교형,권수진",,,,,,,
883,선데이리그,2022-10-05,"16,222,099","2,237",40,499,한국,전체관람가,코미디,이성일,"이성욱,주시현",,,,,,,
884,서바이벌리스트,2022-02-24,"13,208,600","2,160",15,176,미국,15세이상관람가,"액션,스릴러",,"조나단 리스 마이어스,존 말코비치,제나 리 그린",,,,,,,
884,셧 인,2022-05-26,"13,762,370","2,160",19,119,미국,15세이상관람가,기타,D.J. 카루소,,,,,,,,
886,뮤직 샤펠,2023-09-13,"19,020,506","2,122",39,419,벨기에,12세이상관람가,"드라마,스릴러",도미니크 데루데르,"타커 니콜라이,루쓰 베카르,케빈 얀센스,재커리 샤드린",,,,,,,
887,10일간의 애인,2023-01-12,"21,160,996","2,118",50,115,한국,청소년관람불가,멜로/로맨스,이영용,"송민경,우충현,차솔몬,이진아,한시아,김도아,김영웅,이영리,이판섭,이소진,한다인,권정윤,송범학,송동호,정명제,이재관,김제훈,이연빈,심지연,권미정,전이서,오정태",,,,,,,
888,동경 이야기,2014-08-16,"22,077,100","4,037",15,202,일본,전체관람가,드라마,오즈 야스지로,"치슈 류,히가시야마 치에코",,,,,,,
889,에고이스트,2023-07-26,"21,332,529","2,110",23,294,일본,청소년관람불가,드라마,마츠나가 다이시,"스즈키 료헤이,미야자와 히오",,,,,,,
890,늑대아이,2012-09-13,"17,180,900","344,361",36,242,일본,전체관람가,"애니메이션,판타지,멜로/로맨스,드라마,어드벤처",호소다 마모루,"미야자키 아오이,오사와 타카오",,,,,,,
890,줄리아의 인생극장,2023-05-24,"18,292,179","2,109",24,312,프랑스,12세이상관람가,"드라마,멜로/로맨스",올리비에 트레네,루 드 라쥬,,,,,,,
892,자드 - 왓 어 뷰티풀 모먼트 투어,2022-09-28,"42,136,000","2,107",10,127,일본,전체관람가,공연,,,,,,,,,
893,강남좀비,2023-01-05,"21,235,695","2,098",51,336,한국,15세이상관람가,드라마,이수성,"지일주,지연",,,,,,,
894,세상을 바꾼 변호인,2019-06-13,"16,471,000","51,975",2,19,미국,12세이상관람가,드라마,미미 레더,"펠리시티 존스,아미 해머,저스틴 세럭스,캐시 베이츠,샘 워터스톤",,,,,,,
895,그녀가 좋아하는 것은,2023-07-19,"19,503,800","2,083",69,536,일본,15세이상관람가,멜로/로맨스,쿠사노 쇼고,"카미오 후주,야마다 안나,마에다 오시로,미우라 토코",,,,,,,
896,명탐정 코난: 비색의 탄환,2021-04-16,"16,673,400","234,945",30,159,일본,12세이상관람가,애니메이션,나가오카 치카,,,,,,,,
897,"나, 다니엘 블레이크",2016-12-08,"23,252,800","101,886",10,83,영국,12세이상관람가,드라마,켄 로치,"데이브 존스,데이브 터너",,,,,,,
899,나의 집은 어디인가,2022-04-07,"20,155,040","2,047",34,432,기타,12세이상관람가,"다큐멘터리,애니메이션",,,,,,,,,
900,지옥의 화원,2022-12-15,"19,961,496","2,044",25,278,일본,15세이상관람가,"코미디,액션",,"나가노 메이,히로세 아리스,나나오,카와에이 리나,오오시마 미유키,카츠무라 마사노부,마츠오 사토루,마루야마 토모미,엔도 켄이치,코이케 에이코",,,,,,,
901,사형에 이르는 병,2023-11-29,"19,355,478","2,040",28,257,일본,청소년관람불가,,시라이시 카즈야,아베 사다오,,,,,,,
902,그리스도 디 오리진,2022-04-14,"18,872,800","2,035",71,435,기타,12세이상관람가,드라마,,유서프 아부 와르다,,,,,,,
903,라스트 나잇 인 소호,2021-12-01,"10,145,000","49,349",3,10,미국,청소년관람불가,"공포(호러),스릴러,미스터리",에드가 라이트,"토마신 맥켄지,안야 테일러 조이,맷 스미스,리타 터싱햄,테렌스 스탬프,다이아나 리그",,,,,,,
904,울브스 오브 워,2023-01-26,"20,215,900","2,025",50,115,영국,15세이상관람가,"액션,스릴러,전쟁",자일스 앨더슨,"에드 웨스트윅,루퍼트 그레이브즈",,,,,,,
905,역할들,2022-03-31,"12,227,000","2,014",7,158,한국,12세이상관람가,드라마,연송하,"연송하,김원정,윤종구,김범석,윤정일,박재철",,,,,,,
906,하빗,2022-04-14,"10,122,000","2,012",50,103,미국,청소년관람불가,기타,,벨라 손,,,,,,,
907,청킹맨션,2022-04-21,"10,078,000","2,010",50,105,홍콩,15세이상관람가,"액션,드라마,스릴러",,임가동,,,,,,,
909,그랜드 부다페스트 호텔,2014-03-20,"21,152,500","834,696",12,99,미국,"청소년관람불가,15세이상관람가","미스터리,어드벤처",웨스 앤더슨,"랄프 파인즈,틸다 스윈튼,주드 로,애드리언 브로디,윌렘 데포,에드워드 노튼,시얼샤 로넌,레아 세이두",,,,,,,
910,인드림,2023-06-21,"14,933,750","2,005",45,266,한국,청소년관람불가,"액션,스릴러",신재호,"서효림,오지호,김승수,이설구,노지유,최윤슬",,,,,,,
911,아줌마,2023-11-29,"16,177,781","1,994",30,296,한국,12세이상관람가,드라마,허 슈밍,"홍휘팡,강형석,정동환,여진구",,,,,,,
912,루비콘,2023-02-23,"15,963,197","1,993",5,70,오스트리아,12세이상관람가,SF,레니 라우리치,줄리아 프란츠 리히터,,,,,,,
914,존경하고 사랑하는 국민여러분,2022-01-27,"18,191,700","2,379",22,214,한국,12세이상관람가,다큐멘터리,김진홍,"김대중,유시민,한홍구,이동형",,,,,,,
916,버텨내고 존재하기,2023-11-01,"19,301,914","1,957",28,395,한국,전체관람가,다큐멘터리,권철,,,,,,,,
917,미스터 앤 미세스 아델만,2022-01-20,"17,228,660","2,175",44,416,프랑스,청소년관람불가,"코미디,드라마,멜로/로맨스",니콜라스 베도스,"니콜라스 베도스,도리아 틸리에",,,,,,,
919,스크림,2022-02-17,"18,685,600","1,944",29,286,미국,청소년관람불가,"공포(호러),미스터리,스릴러",맷 베티넬리-올핀,"멜리사 바레사,제나 오르테가,말리 쉘튼,커트니 콕스,데이빗 아퀘트,니브 캠벨",,,,,,,
920,가슴이 떨리는 건 너 때문,2022-02-09,"18,566,370","1,941",53,427,일본,12세이상관람가,멜로/로맨스,,,,,,,,,
920,보드랍게,2022-02-23,"16,709,300","2,060",20,360,한국,전체관람가,다큐멘터리,박문칠,"김순악,안이정선,송현주,이인순",,,,,,,
923,메모리,2022-07-14,"15,336,100","1,926",46,442,미국,15세이상관람가,"범죄,액션",마틴 캠벨,"리암 니슨,가이 피어스,모니카 벨루치,레이 스티븐슨",,,,,,,
924,신 울트라맨,2023-12-06,"17,452,989","1,924",53,394,일본,전체관람가,"SF,액션",히구치 신지,,,,,,,,
925,학교 가는 길,2021-05-05,"15,838,000","36,718",1,19,한국,12세이상관람가,다큐멘터리,김정인,"조부용,이은자,정난모,장민희,김남연",,,,,,,
926,엔드게임: 나는 킬러다,2022-01-20,"13,090,460","2,609",36,274,홍콩,15세이상관람가,"액션,코미디,범죄",,"유덕화,완첸",,,,,,,
927,거룩한 술꾼의 전설,2023-08-30,"16,869,700","2,059",18,295,이탈리아,15세이상관람가,드라마,에르마노 올미,"룻거 하우어,안소니 퀘일",,,,,,,
928,귀멸의 칼날: 남매의 연,2021-11-10,"19,130,100","65,536",15,189,일본,15세이상관람가,애니메이션,소토자키 하루오,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",,,,,,,
929,봉명주공,2022-05-19,"16,141,600","1,914",24,340,한국,전체관람가,다큐멘터리,김기성,,,,,,,,
931,불멸의 여자,2023-04-05,"15,394,696","1,846",22,281,한국,15세이상관람가,드라마,최종태,"이음,윤가현,이정경",,,,,,,
932,견왕: 이누오,2022-12-08,"18,466,184","1,844",28,312,일본,12세이상관람가,애니메이션,유아사 마사아키,"모리야마 미라이,아부짱",,,,,,,
933,"바르도, 약간의 진실을 섞은 거짓된 연대기",2022-11-16,"17,630,800","1,831",24,359,미국,15세이상관람가,드라마,알레한드로 곤잘레스 이냐리투,"안드레스 알메이다,다니엘 지멘네즈 카초,히메나 라마드리드",,,,,,,
935,창극 변강쇠 점 찍고 옹녀,2022-02-03,"11,326,300","1,812",13,152,한국,15세이상관람가,공연,고선웅,,,,,,,,
936,주토피아,2016-02-17,"20,416,000","4,707,962",7,91,미국,전체관람가,"애니메이션,액션,어드벤처","바이론 하워드,리치 무어","지니퍼 굿윈,제이슨 베이트먼,샤키라",,,,,,,
937,"틱, 틱... 붐!",2021-11-12,"18,968,700","15,019",17,130,미국,12세이상관람가,"드라마,뮤지컬",린-마누엘 미란다,"앤드류 가필드,알렉산드라 쉽,로빈 데 헤수스,바네사 허진스,조슈아 헨리,브래들리 휘트포드,주디스 라이트",,,,,,,
938,만해 한용운 님의침묵,2023-06-29,"21,566,949","1,799",10,62,한국,15세이상관람가,드라마,한명구,"이흥윤,오안진,정혜선,김희라,김동현,안병경,김형일,유영미,오상철,성낙범,우명덕,장영희,장건섭",,,,,,,
939,티빙 오리지널 운수 오진 날,2023-11-17,"20,822,500","1,797",9,24,한국,청소년관람불가,"스릴러,공포(호러)",필감성,"이성민,유연석,이정은",,,,,,,
940,여섯 개의 밤,2023-03-29,"15,038,597","1,796",34,529,한국,12세이상관람가,"드라마,멜로/로맨스,가족",최창환,"강길우,강진아,김시은,변중희,이한주,정수지,박인지,유해준,이나래",,,,,,,
941,블랙 사이트,2022-11-02,"17,405,699","1,785",96,615,호주,15세이상관람가,액션,,"미셸 모나한,제이슨 클락,제이 코트니",,,,,,,
943,실버맨,2023-06-14,"10,995,600","1,770",10,156,한국,12세이상관람가,드라마,최윤호,"김정팔,박상욱,신의현,이경준,유재인",,,,,,,
944,메이킹 다큐멘터리 `스즈메의 문단속`을 따라가다,2024-01-10,"15,942,379","1,753",42,224,일본,전체관람가,다큐멘터리,마츠모토 소,"신카이 마코토,카와무라 겐키",,,,,,,
945,붉은 사막,2023-07-26,"13,381,255","2,144",18,263,이탈리아,15세이상관람가,드라마,미켈란젤로 안토니오니,"모니카 비티,리차드 해리스",,,,,,,
947,메타모르포제의 툇마루,2023-07-26,"16,540,800","1,738",39,331,일본,12세이상관람가,기타,카리야마 슌스케,"아시다 마나,미야모토 노부코,타카하시 쿄헤이,후루카와 코토네",,,,,,,
948,처음 꽃향기를 만난 순간,2023-01-04,"17,534,395","1,734",32,391,대만,15세이상관람가,"드라마,멜로/로맨스",덩이한,"정여희,임진희,이역",,,,,,,
949,파리의 피아니스트: 후지코 헤밍의 시간들,2022-04-27,"14,431,000","1,746",17,319,일본,전체관람가,다큐멘터리,코마츠 소이치로,미우라 토코,,,,,,,
952,레드 로켓,2022-03-12,"17,342,100","1,713",15,211,미국,청소년관람불가,"드라마,코미디",션 베이커,사이먼 렉스,,,,,,,
953,지구 최후의 밤,2019-07-25,"17,902,000","8,431",3,69,중국,12세이상관람가,"드라마,미스터리",비간,"탕웨이,황각",,,,,,,
954,국제시장,2014-12-17,"10,362,500","14,265,682",4,24,한국,12세이상관람가,드라마,윤제균,"황정민,김윤진,오달수,정진영,장영남,라미란,김슬기,정영기,맹세창,김동원,김현중,김지영,황창기,박재우,박찬희,김예빈,김재철,김하연,김재현,이소영,류경현,황인준,이종석,이진희,전희경,박재언,유재상,김선영,정윤호,박길수,박영수,김근영,허동원,현봉식,강신철,손영순,박혜진,유정호,남진복,신정섭",,,,,,,
956,운디네,2020-12-24,"16,750,100","9,348",9,109,독일,12세이상관람가,"드라마,멜로/로맨스",크리스티안 펫졸드,"폴라 비어,프란츠 로고스키",,,,,,,
957,엘리자벳과 나,2023-12-13,"15,659,144","1,700",23,248,독일,15세이상관람가,드라마,프라우케 핀스터발더,"산드라 휠러,수잔느 볼프",,,,,,,
959,블랙 워터: 어비스,2023-06-14,"14,254,975","1,687",56,392,호주,15세이상관람가,"액션,스릴러",앤드류 트라우키,"제시카 맥나미,루크 미첼",,,,,,,
960,곤지암,2018-03-28,"13,516,300","2,678,104",30,289,한국,15세이상관람가,"공포(호러),스릴러",정범식,"위하준,박지현,오아연,문예원,박성훈,이승욱,류제윤,이주원,정아노마",,,,,,,
961,나는 마을 방과후 교사입니다,2023-01-11,"15,176,599","1,673",23,404,한국,전체관람가,다큐멘터리,"박홍열,황다은",,,,,,,,
962,히든,2022-05-25,"12,574,990","1,671",51,284,한국,15세이상관람가,"액션,드라마",한종훈,"정혜인,공형진,김인권,조하석,박미숙,전희연,홍성오,유지후,정경호,서호철,이훈국,장용원,옥윤중,백재민,이관욱,최홍일,심소영,이현웅,곽민호,홍여준,룡세형,정제우,김림후,김대준,김다훈,박동규,김희영,정태영,김지산,라호찬,이상헌,정현구,이종환,전청일,김형석,정재민,김윤배,김주혁,서선호,임이규,김성룡,장혜진,김태완,박명랑,조은성",,,,,,,
963,뮤지컬,2022-11-02,"33,279,000","1,664",10,123,한국,12세이상관람가,"뮤지컬,공연",장우성,,,,,,,,
964,셰이프 오브 워터: 사랑의 모양,2018-02-22,"17,332,300","509,073",10,99,미국,청소년관람불가,"어드벤처,판타지",기예르모 델 토로,"샐리 호킨스,마이클 섀넌,리차드 젠킨스,더그 존스,마이클 스털버그,옥타비아 스펜서",,,,,,,
966,그림자 고백,2023-11-25,"16,877,200","1,653",7,30,한국,15세이상관람가,드라마,이대경,"렌,박상남,홍승희,함은정,최은준,고동하,강예찬,김지율,이건하,이재평,신정석",,,,,,,
968,이윽고 바다에 닿다,2023-06-07,"15,349,135","1,642",19,246,일본,12세이상관람가,드라마,나카가와 류타로,"하마베 미나미,키시이 유키노",,,,,,,
969,혜옥이,2022-12-08,"14,591,099","1,819",23,323,한국,12세이상관람가,드라마,박정환,"이태경,전국향,정상우,조준희,임호경,김상휘,손승범,남동우,박진우,오동훈,이설아,김진해,김지수,박정원,조성호,송기명,최현,정진욱,손다정,소지수,박현지,조명남,전진우,강숙,오은지",,,,,,,
970,아가일,2024-02-07,"20,427,000","1,631",3,4,미국,12세이상관람가,액션,매튜 본,"헨리 카빌,브라이스 달라스 하워드,샘 록웰,브라이언 크랜스톤,캐서린 오하라,두아 리파,아리아나 데보스,존 시나,사무엘 L. 잭슨",,,,,,,
973,원더,2017-12-27,"16,232,000","272,757",2,21,미국,전체관람가,드라마,스티븐 크보스키,"줄리아 로버츠,오웬 윌슨,제이콥 트렘블레이",,,,,,,
974,물비늘,2023-12-06,"13,924,700","1,609",18,221,한국,12세이상관람가,드라마,임승현,"김자영,홍예서,정애화,설시연,김현정,장준휘,최원용,하준호",,,,,,,
975,겨울 이야기,2023-01-18,"8,883,399","1,597",22,294,한국,전체관람가,드라마,신상옥,"신구,김지숙",,,,,,,
975,리볼버,2022-08-18,"15,564,500","1,597",67,424,영국,15세이상관람가,"범죄,드라마",가이 리치,"제이슨 스타뎀,레이 리오타,마크 스트롱",,,,,,,
977,나의 그리스식 웨딩 3,2023-09-20,"14,346,412","1,595",7,49,미국,12세이상관람가,"코미디,드라마",니아 발다로스,"니아 발다로스,존 코베트,엘레나 캠푸리스",,,,,,,
979,하로동선,2022-03-30,"12,744,400","1,583",23,217,한국,15세이상관람가,드라마,김시우,"서진원,나혜진,황석정,주효경,진모,임춘길,정동화,황무영,장명갑,이윤희,이세창,송창규,공재민,서울,이병욱,지대한,동방우,김춘봉,서채우,이세인,김연서,윤상현,임호,김동해,정지호,이현일,백종건,강한솔,심태선,박현일,오정철,오주환,김동일,강정탁,백승철,정종훈,김태희,임진혁,이민영",,,,,,,
980,분노의 추격자,2022-11-03,"14,473,299","1,564",85,580,미국,15세이상관람가,액션,브라이언 굿맨,"제라드 버틀러,제이미 알렉산더",,,,,,,
981,백지영 콘서트 인 시네마,2023-11-10,"14,346,450","1,558",47,443,한국,전체관람가,"공연,다큐멘터리",조윤수,,,,,,,,
982,그대라는기억 연숙씨,2022-06-16,"13,907,500","1,553",21,271,한국,전체관람가,다큐멘터리,심미희,"이규홍,이연숙,이양희",,,,,,,
982,명탐정 코난: 감청의 권,2019-07-24,"12,311,600","220,631",30,124,일본,12세이상관람가,애니메이션,나가오카 치카,"타카야마 미나미,야마자키 와카나,코야마 리키야,야마구치 캇페이",,,,,,,
984,동사서독 리덕스,2013-12-05,"16,246,200","10,822",18,230,홍콩,15세이상관람가,"액션,드라마",왕가위,"장국영,임청하,양조위,양가휘,장학우,장만옥",,,,,,,
986,타임코드 57,2023-11-22,"12,162,551","1,531",47,103,미국,12세이상관람가,"SF,스릴러",러스티 컨디에프,"조쉬 허처슨,모건 프리먼",,,,,,,
987,우수,2022-11-24,"11,874,899","1,580",19,254,한국,12세이상관람가,드라마,오세현,"윤제문,김태훈,김지성,서은지,문정웅,서정식,허동수,김주연,이은주,이병훈,한동희",,,,,,,
988,아르코 라이브 뮤지컬 호프,2021-03-03,"30,308,000","6,251",9,74,한국,12세이상관람가,공연,,,,,,,,,
990,디텍티브 나이트: 가면의 밤,2023-02-08,"13,000,596","1,515",51,426,미국,15세이상관람가,"범죄,액션",에드워드 드레이크,"브루스 윌리스,로슬린 먼로,지미 장-루이스",,,,,,,
992,카메라를 멈추면 안 돼! 프랑스에서도,2023-02-15,"14,312,697","1,506",44,349,프랑스,15세이상관람가,"코미디,공포(호러)",미셀 하자나비시우스,"로맹 뒤리스,베레니스 베조",,,,,,,
993,창극 춘향,2022-11-03,"8,822,500","1,504",12,116,한국,전체관람가,공연,김명곤,,,,,,,,
994,불한당: 나쁜 놈들의 세상,2017-05-17,"15,479,600","966,195",2,40,한국,청소년관람불가,"범죄,액션,드라마",변성현,"설경구,임시완,김희원,전혜진,이경영,김성오,허준호,박정주,박지호,박형우,임효은,정기욱,주현수,윤준희,최형욱,이미소,이시훈,이영호,이은비,이인규,이정우,이정호,김말구,문지윤,박수영,양현민,최준영,김보미,최병모,홍인,최현종,남기애,임용순,안성봉,곽진석,박정규",,,,,,,
994,핸썸,2022-07-13,"12,043,500","1,503",37,188,한국,12세이상관람가,코미디,김동욱,"신현준,박솔미,박민지,윤정섭,박형섭,조덕현,김정팔,신용훈,홍여준,전제혁,이종일,김미림,손소영,오윤수,남태하,김보성,정재훈,이마태오,김현섭,김수호,김승우,손범서,김윤우,우주명,변미선,엄선영,김경탁,이관욱,박시하,강기재,조민준,주은태,한태경,이동현,한찬규,신두리,김원중,구중림,우성현,박진영,범승제,장명준,박민규,김지수,류이나,정서연,황순혁,천석기,우광훈,김세별,황지수,현다슬,김승아,오지연,박소라,채수연,강소현,이현준,문성환,한여화,허애선,박소라,문현지,강진우,김도혁,오지환,이선제,김미경,최자인,엄정숙,김옥자,한바다,김정섭,강기재,한동주,구중림,정성재,김기훈,범승제,독고광,이승건,박재우,오승택,정유준,심형우,도형우,김보근,신연우,김민우,임상완,정현서,김경모",,,,,,,
996,내 아내 이야기,2023-05-24,"13,936,607","1,502",24,259,독일,청소년관람불가,멜로/로맨스,일디코 엔예디,레아 세이두,,,,,,,
996,서칭 포 슈가맨,2012-10-11,"14,226,217","31,159",36,396,스웨덴,전체관람가,다큐멘터리,말릭 벤젠룰,"말릭 벤젠룰,시스토 로드리게즈",,,,,,,
999,올리 마키의 가장 행복한 날,2022-06-02,"13,202,800","1,520",30,393,기타,12세이상관람가,"드라마,멜로/로맨스",,에로 밀로노프,,,,,,,
999,축복의 집,2022-02-24,"10,028,750","1,552",17,263,한국,12세이상관람가,"가족,드라마",박희권,"안소요,이강지,김나영,김재록,이정은,나종기",,,,,,,
1001,낭만적 공장,2023-04-19,"13,666,155","1,495",27,247,한국,15세이상관람가,멜로/로맨스,조은성,"심희섭,전혜진,한승도,박수영,오정택,최보영,이재구,박재철,최우준,이호열,황자영,여현준,이지혜",,,,,,,
1002,피터 본 칸트,2023-02-15,"12,474,796","1,478",29,320,프랑스,15세이상관람가,멜로/로맨스,프랑수아 오종,"드니 메노셰,이자벨 아자니",,,,,,,
1003,홀리 모터스,2013-04-04,"15,440,000","22,574",9,145,프랑스,청소년관람불가,드라마,레오스 카락스,"드니 라방,에바 멘데스,카일리 미노그,에디뜨 스콥,미셸 피콜리",,,,,,,
1003,효자,2022-01-27,"8,118,300","1,599",16,235,한국,15세이상관람가,"코미디,공포(호러)",이훈국,"연운경,김뢰하,이철민,정경호,박효준,전운종,안민영,엄주연,한지서,이현웅,김민식,김필,나미희,문호진,이광수,신정만,문경민,유승일,성낙경,박재현,이관호,이기문,박진수,정제우,이자은,룡세형,이진우,김숙인,홍석연,김나윤,노은정,김설희,박상현,오누리,이훈진,조현진,김정빈,김지혜,여시현,신성일,정량,손종학,류혜린,김미준",,,,,,,
1005,귀멸의 칼날: 나타구모산 편,2021-11-17,"13,309,100","44,900",15,106,일본,15세이상관람가,애니메이션,소토자키 하루오,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",,,,,,,
1008,"허황옥 3일, 잃어버린 2천 년의 기억",2022-05-12,"11,432,000","1,463",21,143,한국,전체관람가,다큐멘터리,진재운,"백소희,도명스님",,,,,,,
1009,인사이드 아웃,2015-07-09,"15,837,200","4,971,192",6,82,미국,전체관람가,"애니메이션,코미디",피트 닥터,"다이안 레인,에이미 포엘러,카일 맥라클란,민디 캘링,빌 헤이더",,,,,,,
1011,세인트 세이야: 더 비기닝,2023-05-31,"8,842,606","1,443",48,265,일본,12세이상관람가,"액션,판타지",토멕 바진스키,"아라타 마켄유,팜케 얀센,매디슨 아이스먼,디에고 티노코,마크 다카스코스,닉 스탈,숀 빈",,,,,,,
1012,도그,2022-10-26,"14,498,100","1,435",49,480,미국,12세이상관람가,"코미디,드라마",채닝 테이텀,채닝 테이텀,,,,,,,
1014,수상한 그녀,2014-01-22,"10,410,000","8,662,080",2,18,한국,15세이상관람가,드라마,황동혁,"심은경,나문희,박인환,성동일,이진욱,김현숙,황정민,김슬기,박형우,신재훈,박인환,이태식,박재홍,서진호,양태규,정상원,정은임,정종혁,조명행,진영,한상경,한흥석,김경아,이주희,김동욱,김동희,김민준,김선하,김순찬,김영웅,김용진,김재섭,김정원,박선희,한지은,김수현,황영희,장광,전우재,강필선,김가희,황승언,임현성,정인기,이상희,하연주,박혜진,김남순,조혜선",,,,,,,
1015,블랙 스완,2011-02-24,"14,834,200","1,632,996",9,90,미국,청소년관람불가,"드라마,스릴러",대런 아로노프스키,"나탈리 포트만,뱅상 카셀,밀라 쿠니스,위노나 라이더,세바스찬 스탠",,,,,,,
